ID.interactor.A,RefSeq.interactor.A,UniprotKB.interactor.A,ID.interactor.B,RefSeq.interactor.B,UniprotKB.interactor.B
DIP-6434N,NP_015392,Q12425,DIP-17N,NP_015435,P07703
DIP-17N,NP_015435,P07703,DIP-2449N,NP_011499,P32767
DIP-17N,NP_015435,P07703,DIP-4073N,NP_014091,P42846
DIP-5734N,NP_012838,P17505,DIP-17N,NP_015435,P07703
DIP-17N,NP_015435,P07703,DIP-1438N,NP_012138,P40469
DIP-894N,NP_014012,Q03264,DIP-17N,NP_015435,P07703
DIP-17N,NP_015435,P07703,DIP-6425N,NP_011453,P11154
DIP-17N,NP_015435,P07703,DIP-6426N,NP_009777,P32327
DIP-17N,NP_015435,P07703,DIP-997N,NP_014850,P22276
DIP-17N,NP_015435,P07703,DIP-999N,NP_014986,P10964
DIP-6577N,NP_014151,Q01080,DIP-17N,NP_015435,P07703
DIP-17N,NP_015435,P07703,DIP-71N,NP_009712,P20434
DIP-17N,NP_015435,P07703,DIP-1414N,NP_012778,P35718
DIP-202N,NP_014400,P32910,DIP-17N,NP_015435,P07703
DIP-934N,NP_015516,P32349,DIP-17N,NP_015435,P07703
DIP-17N,NP_015435,P07703,DIP-1322N,NP_010938,P40016
DIP-2194N,NP_015513,P20435,DIP-17N,NP_015435,P07703
DIP-17N,NP_015435,P07703,DIP-612N,NP_014759,P04051
DIP-770N,NP_010676,P39743,DIP-17N,NP_015435,P07703
DIP-17N,NP_015435,P07703,DIP-6468N,NP_011378,P41811
DIP-3007N,NP_013187,Q12267,DIP-17N,NP_015435,P07703
DIP-6523N,NP_012704,P36007,DIP-17N,NP_015435,P07703
DIP-17N,NP_015435,P07703,DIP-6485N,NP_009708,P38114
DIP-2293N,NP_010096,P17255,DIP-17N,NP_015435,P07703
DIP-17N,NP_015435,P07703,DIP-1398N,NP_011489,P00931
DIP-17N,NP_015435,P07703,DIP-1308N,NP_014170,P23202
DIP-4595N,NP_014977,P22203,DIP-17N,NP_015435,P07703
DIP-1831N,NP_010500,Q12449,DIP-17N,NP_015435,P07703
DIP-17N,NP_015435,P07703,DIP-4317N,NP_010741,Q04120
DIP-1182N,NP_116611,P43560,DIP-17N,NP_015435,P07703
DIP-2212N,NP_011269,P46655,DIP-17N,NP_015435,P07703
DIP-2850N,NP_011980,P38716,DIP-17N,NP_015435,P07703
DIP-1790N,NP_015194,P26321,DIP-5395N,NP_015341,Q12522
DIP-1790N,NP_015194,P26321,DIP-6491N,NP_011919,P38779
DIP-2856N,NP_011315,P32803,DIP-1578N,NP_010134,Q12250
DIP-365N,NP_012141,P20967,DIP-1578N,NP_010134,Q12250
DIP-1578N,NP_010134,Q12250,DIP-1850N,NP_015485,P32486
DIP-2876N,NP_011892,P38764,DIP-1578N,NP_010134,Q12250
DIP-1575N,NP_116710,P32496,DIP-1578N,NP_010134,Q12250
DIP-1578N,NP_010134,Q12250,DIP-2883N,NP_012777,P33299
DIP-6282N,NP_010277,P40327,DIP-1578N,NP_010134,Q12250
DIP-1582N,NP_013444,P05317,DIP-6375N,NP_013210,P38013
DIP-418N,NP_009563,P02309,DIP-1582N,NP_013444,P05317
DIP-5182N,NP_010629,P39004,DIP-1582N,NP_013444,P05317
DIP-1582N,NP_013444,P05317,DIP-4230N,NP_010880,P23301
DIP-1582N,NP_013444,P05317,DIP-1827N,NP_012040,P38861
DIP-1582N,NP_013444,P05317,DIP-5395N,NP_015341,Q12522
DIP-5346N,NP_010990,P40043,DIP-1582N,NP_013444,P05317
DIP-1582N,NP_013444,P05317,DIP-6428N,NP_011447,P53163
DIP-2925N,NP_011955,P38804,DIP-1582N,NP_013444,P05317
DIP-1587N,NP_010682,P33298,DIP-2217N,NP_010255,P32381
DIP-1587N,NP_010682,P33298,DIP-1274N,NP_013317,P53691
DIP-1587N,NP_010682,P33298,DIP-4230N,NP_010880,P23301
DIP-1587N,NP_010682,P33298,DIP-4296N,NP_014779,P28241
DIP-6520N,NP_012850,P36016,DIP-1587N,NP_010682,P33298
DIP-6530N,NP_014314,P40850,DIP-1587N,NP_010682,P33298
DIP-6453N,NP_014343,P04840,DIP-1587N,NP_010682,P33298
DIP-2876N,NP_011892,P38764,DIP-1587N,NP_010682,P33298
DIP-2100N,NP_012070,P38886,DIP-1587N,NP_010682,P33298
DIP-1573N,NP_116659,P43588,DIP-1587N,NP_010682,P33298
DIP-1575N,NP_116710,P32496,DIP-1587N,NP_010682,P33298
DIP-1587N,NP_010682,P33298,DIP-1322N,NP_010938,P40016
DIP-1578N,NP_010134,Q12250,DIP-1587N,NP_010682,P33298
DIP-1587N,NP_010682,P33298,DIP-1581N,NP_010186,Q12377
DIP-1587N,NP_010682,P33298,DIP-2880N,NP_015433,Q06103
DIP-1587N,NP_010682,P33298,DIP-1574N,NP_014904,Q08723
DIP-1587N,NP_010682,P33298,DIP-2883N,NP_012777,P33299
DIP-1587N,NP_010682,P33298,DIP-6282N,NP_010277,P40327
DIP-2329N,NP_014670,P15705,DIP-1587N,NP_010682,P33298
DIP-2051N,NP_013409,P52491,DIP-1587N,NP_010682,P33298
DIP-6617N,NP_011511,P53196,DIP-1587N,NP_010682,P33298
DIP-1587N,NP_010682,P33298,DIP-6285N,NP_013207,Q12019
DIP-5843N,NP_014955,Q12499,DIP-6537N,NP_015463,Q06506
DIP-6537N,NP_015463,Q06506,DIP-5221N,NP_010586,P32264
DIP-6537N,NP_015463,Q06506,DIP-2826N,NP_009551,P35194
DIP-6537N,NP_015463,Q06506,DIP-6371N,NP_011369,P53117
DIP-6537N,NP_015463,Q06506,DIP-6357N,NP_014563,Q08236
DIP-2238N,NP_011051,P39940,DIP-5372N,NP_010630,P39003
DIP-5072N,NP_013583,P25297,DIP-2238N,NP_011051,P39940
DIP-4323N,NP_009902,P25367,DIP-2238N,NP_011051,P39940
DIP-837N,NP_012243,P16370,DIP-2238N,NP_011051,P39940
DIP-71N,NP_009712,P20434,DIP-2238N,NP_011051,P39940
DIP-2238N,NP_011051,P39940,DIP-2194N,NP_015513,P20435
DIP-1863N,NP_011652,P53281,DIP-2238N,NP_011051,P39940
DIP-2238N,NP_011051,P39940,DIP-6636N,NP_012943,P36114
DIP-1946N,NP_013496,P18634,DIP-2238N,NP_011051,P39940
DIP-1772N,NP_010182,P39009,DIP-2238N,NP_011051,P39940
DIP-4065N,NP_011270,P53064,DIP-771N,NP_009637,P35177
DIP-4617N,NP_011873,P38758,DIP-4065N,NP_011270,P53064
DIP-775N,NP_014875,P38523,DIP-1601N,NP_009935,P25343
DIP-1601N,NP_009935,P25343,DIP-6453N,NP_014343,P04840
DIP-1601N,NP_009935,P25343,DIP-2073N,NP_011455,P53169
DIP-770N,NP_010676,P39743,DIP-1660N,NP_014583,P22768
DIP-770N,NP_010676,P39743,DIP-1223N,NP_014502,P07260
DIP-2635N,NP_009508,P07256,DIP-770N,NP_010676,P39743
DIP-770N,NP_010676,P39743,DIP-1102N,NP_010432,P19262
DIP-6359N,NP_010322,P15180,DIP-770N,NP_010676,P39743
DIP-770N,NP_010676,P39743,DIP-41N,NP_116635,P09624
DIP-6619N,NP_010918,P29952,DIP-770N,NP_010676,P39743
DIP-2238N,NP_011051,P39940,DIP-770N,NP_010676,P39743
DIP-5207N,NP_015089,Q12464,DIP-770N,NP_010676,P39743
DIP-5181N,NP_010306,P07284,DIP-770N,NP_010676,P39743
DIP-1398N,NP_011489,P00931,DIP-770N,NP_010676,P39743
DIP-5820N,NP_014847,P06634,DIP-770N,NP_010676,P39743
DIP-4376N,NP_014361,P28834,DIP-770N,NP_010676,P39743
DIP-6463N,NP_013459,P06168,DIP-770N,NP_010676,P39743
DIP-4162N,NP_012172,P40495,DIP-770N,NP_010676,P39743
DIP-1438N,NP_012138,P40469,DIP-770N,NP_010676,P39743
DIP-5072N,NP_013583,P25297,DIP-770N,NP_010676,P39743
DIP-770N,NP_010676,P39743,DIP-1526N,NP_015007,P21242
DIP-1911N,NP_013344,Q06543,DIP-770N,NP_010676,P39743
DIP-770N,NP_010676,P39743,DIP-6563N,NP_011833,P38737
DIP-6315N,NP_012673,P31116,DIP-770N,NP_010676,P39743
DIP-1549N,NP_013268,P61864,DIP-770N,NP_010676,P39743
DIP-6272N,NP_012110,P40453,DIP-770N,NP_010676,P39743
DIP-5734N,NP_012838,P17505,DIP-718N,NP_010414,P32599
DIP-718N,NP_010414,P32599,DIP-4319N,NP_010640,P29509
DIP-2378N,NP_012728,P36047,DIP-5504N,NP_015146,P32945
DIP-2217N,NP_010255,P32381,DIP-6517N,NP_010427,P22470
DIP-2409N,NP_015344,P30665,DIP-6517N,NP_010427,P22470
DIP-6517N,NP_010427,P22470,DIP-135N,NP_015335,P22138
DIP-6517N,NP_010427,P22470,DIP-728N,NP_014210,Q02821
DIP-1549N,NP_013268,P61864,DIP-6517N,NP_010427,P22470
DIP-6517N,NP_010427,P22470,DIP-6633N,NP_015212,Q02961
DIP-1609N,NP_015365,Q12199,DIP-5852N,NP_116698,P43612
DIP-1593N,NP_010170,Q07528,DIP-5852N,NP_116698,P43612
DIP-5852N,NP_116698,P43612,DIP-4790N,NP_013323,Q05946
DIP-5851N,NP_012437,P40856,DIP-1147N,NP_015196,P35189
DIP-5851N,NP_012437,P40856,DIP-2361N,NP_012454,P80428
DIP-5851N,NP_012437,P40856,DIP-6572N,NP_011498,P16639
DIP-5851N,NP_012437,P40856,DIP-1223N,NP_014502,P07260
DIP-1038N,NP_014704,P19454,DIP-5851N,NP_012437,P40856
DIP-6296N,NP_009767,P32528,DIP-5851N,NP_012437,P40856
DIP-5904N,NP_116629,P43572,DIP-5851N,NP_012437,P40856
DIP-4115N,NP_014887,Q08649,DIP-5851N,NP_012437,P40856
DIP-789N,NP_013718,P50105,DIP-5851N,NP_012437,P40856
DIP-6453N,NP_014343,P04840,DIP-5851N,NP_012437,P40856
DIP-1609N,NP_015365,Q12199,DIP-5851N,NP_012437,P40856
DIP-805N,NP_011967,P38811,DIP-5851N,NP_012437,P40856
DIP-4130N,NP_014830,P02992,DIP-5851N,NP_012437,P40856
DIP-5851N,NP_012437,P40856,DIP-6330N,NP_010646,Q06337
DIP-5851N,NP_012437,P40856,DIP-4412N,NP_013936,Q03648
DIP-5851N,NP_012437,P40856,DIP-1791N,NP_010669,Q12159
DIP-4495N,NP_009934,P25333,DIP-1493N,NP_015294,P17157
DIP-2378N,NP_012728,P36047,DIP-1807N,NP_010068,Q07623
DIP-2378N,NP_012728,P36047,DIP-5372N,NP_010630,P39003
DIP-2378N,NP_012728,P36047,DIP-5153N,NP_012459,P47035
DIP-2378N,NP_012728,P36047,DIP-5537N,NP_011675,P27476
DIP-2537N,NP_011507,P05030,DIP-2378N,NP_012728,P36047
DIP-4036N,NP_015289,P19657,DIP-2378N,NP_012728,P36047
DIP-2513N,NP_010311,Q00816,DIP-2378N,NP_012728,P36047
DIP-856N,NP_013663,Q04693,DIP-2378N,NP_012728,P36047
DIP-2378N,NP_012728,P36047,DIP-4896N,NP_010476,Q03940
DIP-592N,NP_011400,P12904,DIP-2378N,NP_012728,P36047
DIP-3006N,NP_011646,P53278,DIP-2378N,NP_012728,P36047
DIP-2378N,NP_012728,P36047,DIP-2639N,NP_012056,P38873
DIP-1826N,NP_013309,Q04491,DIP-2428N,NP_013008,P36161
DIP-6582N,NP_011824,P38732,DIP-1826N,NP_013309,Q04491
DIP-4306N,NP_011882,P04076,DIP-6468N,NP_011378,P41811
DIP-6468N,NP_011378,P41811,DIP-4614N,NP_012142,P40471
DIP-6468N,NP_011378,P41811,DIP-5534N,NP_011658,P53286
DIP-4451N,NP_012124,P39076,DIP-6468N,NP_011378,P41811
DIP-6401N,NP_010474,P39079,DIP-6468N,NP_011378,P41811
DIP-2635N,NP_009508,P07256,DIP-6468N,NP_011378,P41811
DIP-1274N,NP_013317,P53691,DIP-6468N,NP_011378,P41811
DIP-6447N,NP_015449,P49573,DIP-6468N,NP_011378,P41811
DIP-6468N,NP_011378,P41811,DIP-1243N,NP_010121,P39517
DIP-6468N,NP_011378,P41811,DIP-1778N,NP_012718,P36041
DIP-1237N,NP_013201,Q12452,DIP-6468N,NP_011378,P41811
DIP-6468N,NP_011378,P41811,DIP-5357N,NP_009574,P08431
DIP-4376N,NP_014361,P28834,DIP-6468N,NP_011378,P41811
DIP-6468N,NP_011378,P41811,DIP-4444N,NP_012896,P36013
DIP-5289N,NP_012130,P16547,DIP-6468N,NP_011378,P41811
DIP-6468N,NP_011378,P41811,DIP-6390N,NP_011718,P13259
DIP-5117N,NP_011105,P16387,DIP-6468N,NP_011378,P41811
DIP-6468N,NP_011378,P41811,DIP-2917N,NP_009523,P18239
DIP-6468N,NP_011378,P41811,DIP-2544N,NP_010854,P09232
DIP-1526N,NP_015007,P21242,DIP-6468N,NP_011378,P41811
DIP-1529N,NP_010940,P32263,DIP-6468N,NP_011378,P41811
DIP-5255N,NP_116709,P43621,DIP-6468N,NP_011378,P41811
DIP-6468N,NP_011378,P41811,DIP-5671N,NP_012508,P09938
DIP-6468N,NP_011378,P41811,DIP-2880N,NP_015433,Q06103
DIP-6468N,NP_011378,P41811,DIP-1587N,NP_010682,P33298
DIP-6468N,NP_011378,P41811,DIP-1601N,NP_009935,P25343
DIP-6468N,NP_011378,P41811,DIP-2497N,NP_009636,P18759
DIP-1611N,NP_014112,P32074,DIP-6468N,NP_011378,P41811
DIP-6467N,NP_010524,P41810,DIP-6468N,NP_011378,P41811
DIP-6468N,NP_011378,P41811,DIP-4711N,NP_012189,P40509
DIP-6468N,NP_011378,P41811,DIP-2329N,NP_014670,P15705
DIP-6468N,NP_011378,P41811,DIP-2965N,NP_010498,P12612
DIP-2520N,NP_013866,P40217,DIP-6468N,NP_011378,P41811
DIP-1704N,NP_010717,Q04067,DIP-6468N,NP_011378,P41811
DIP-6468N,NP_011378,P41811,DIP-3804N,NP_009746,P38301
DIP-2637N,NP_010001,P25659,DIP-6468N,NP_011378,P41811
DIP-6468N,NP_011378,P41811,DIP-4231N,NP_010077,Q12443
DIP-2878N,NP_010969,P40032,DIP-6468N,NP_011378,P41811
DIP-2722N,NP_013533,Q06440,DIP-4792N,NP_010086,P38968
DIP-5802N,NP_013775,Q04675,DIP-6472N,NP_011015,P05694
DIP-5480N,NP_014382,P32588,DIP-6566N,NP_012266,P40561
DIP-865N,NP_011307,P34164,DIP-4312N,NP_116609,P07283
DIP-595N,NP_013547,P06701,DIP-6386N,NP_012842,P36008
DIP-5887N,NP_013502,P35207,DIP-1653N,NP_011302,Q02793
DIP-1636N,NP_015379,P41808,DIP-1527N,NP_012533,P38624
DIP-3035N,NP_009595,P38077,DIP-2734N,NP_013653,Q04964
DIP-746N,NP_013090,P33750,DIP-2205N,NP_012598,P40413
DIP-1657N,NP_011088,P06843,DIP-1282N,NP_011671,P32582
DIP-5304N,NP_011604,P53254,DIP-1657N,NP_011088,P06843
DIP-2965N,NP_010498,P12612,DIP-954N,NP_014855,P18851
DIP-4818N,NP_010546,Q12379,DIP-2611N,NP_010412,P08566
DIP-1024N,NP_014947,P07258,DIP-4818N,NP_010546,Q12379
DIP-6311N,NP_009639,P18412,DIP-416N,NP_010510,P02293
DIP-1691N,NP_013647,P38987,DIP-1355N,NP_011750,P39676
DIP-550N,NP_012755,P05986,DIP-5036N,NP_011898,P38690
DIP-1713N,NP_011026,P33296,DIP-4896N,NP_010476,Q03940
DIP-6548N,NP_009538,P32316,DIP-5802N,NP_013775,Q04675
DIP-5802N,NP_013775,Q04675,DIP-2212N,NP_011269,P46655
DIP-4444N,NP_012896,P36013,DIP-5850N,NP_010236,P20604
DIP-663N,NP_012203,Q00916,DIP-5543N,NP_014052,P40988
DIP-6374N,NP_009605,P21538,DIP-728N,NP_014210,Q02821
DIP-6324N,NP_010529,P23394,DIP-4818N,NP_010546,Q12379
DIP-2300N,NP_014311,P06786,DIP-1772N,NP_010182,P39009
DIP-4618N,NP_011600,P53252,DIP-6468N,NP_011378,P41811
DIP-6413N,NP_014218,P53878,DIP-6468N,NP_011378,P41811
DIP-2787N,NP_013463,Q05911,DIP-4193N,NP_011415,P53011
DIP-3975N,NP_009845,P37302,DIP-4193N,NP_011415,P53011
DIP-2430N,NP_010167,P52891,DIP-4193N,NP_011415,P53011
DIP-5802N,NP_013775,Q04675,DIP-2897N,NP_013127,P23542
DIP-5802N,NP_013775,Q04675,DIP-4679N,NP_013407,P19414
DIP-824N,NP_010370,P33304,DIP-5802N,NP_013775,Q04675
DIP-2210N,NP_011410,P46672,DIP-5802N,NP_013775,Q04675
DIP-2213N,NP_010089,P11076,DIP-5802N,NP_013775,Q04675
DIP-3035N,NP_009595,P38077,DIP-5802N,NP_013775,Q04675
DIP-5802N,NP_013775,Q04675,DIP-1223N,NP_014502,P07260
DIP-5802N,NP_013775,Q04675,DIP-5924N,NP_013725,Q03690
DIP-5802N,NP_013775,Q04675,DIP-197N,NP_013050,Q03048
DIP-1282N,NP_011671,P32582,DIP-5802N,NP_013775,Q04675
DIP-5802N,NP_013775,Q04675,DIP-6561N,NP_015288,Q02642
DIP-5071N,NP_013580,P54839,DIP-5802N,NP_013775,Q04675
DIP-5802N,NP_013775,Q04675,DIP-3816N,NP_013706,P25087
DIP-5802N,NP_013775,Q04675,DIP-1263N,NP_014264,P20081
DIP-5428N,NP_116631,P15625,DIP-5802N,NP_013775,Q04675
DIP-6604N,NP_012053,P38720,DIP-5802N,NP_013775,Q04675
DIP-5802N,NP_013775,Q04675,DIP-6605N,NP_011772,P53319
DIP-5802N,NP_013775,Q04675,DIP-5646N,NP_009895,P25373
DIP-6529N,NP_014384,P53978,DIP-5802N,NP_013775,Q04675
DIP-418N,NP_009563,P02309,DIP-5802N,NP_013775,Q04675
DIP-6403N,NP_014405,P40345,DIP-5802N,NP_013775,Q04675
DIP-5802N,NP_013775,Q04675,DIP-2245N,NP_010925,P33331
DIP-5802N,NP_013775,Q04675,DIP-213N,NP_012049,Q03558
DIP-1505N,NP_011756,P16861,DIP-5802N,NP_013775,Q04675
DIP-5671N,NP_012508,P09938,DIP-5802N,NP_013775,Q04675
DIP-6549N,NP_013993,Q03516,DIP-5802N,NP_013775,Q04675
DIP-5184N,NP_010961,P39954,DIP-5802N,NP_013775,Q04675
DIP-5802N,NP_013775,Q04675,DIP-2742N,NP_012455,P06105
DIP-5181N,NP_010306,P07284,DIP-5802N,NP_013775,Q04675
DIP-2870N,NP_010888,P39990,DIP-5802N,NP_013775,Q04675
DIP-5802N,NP_013775,Q04675,DIP-5859N,NP_012638,P00445
DIP-5802N,NP_013775,Q04675,DIP-6386N,NP_012842,P36008
DIP-5802N,NP_013775,Q04675,DIP-5307N,NP_116578,P04801
DIP-4571N,NP_012397,P10081,DIP-5802N,NP_013775,Q04675
DIP-4853N,NP_012712,P22515,DIP-5802N,NP_013775,Q04675
DIP-5802N,NP_013775,Q04675,DIP-4595N,NP_014977,P22203
DIP-4701N,NP_012843,P31412,DIP-5802N,NP_013775,Q04675
DIP-4558N,NP_014873,Q12363,DIP-5802N,NP_013775,Q04675
DIP-5802N,NP_013775,Q04675,DIP-4893N,NP_009581,P38219
DIP-5924N,NP_013725,Q03690,DIP-6566N,NP_012266,P40561
DIP-6566N,NP_012266,P40561,DIP-985N,NP_011678,P39935
DIP-6566N,NP_012266,P40561,DIP-5559N,NP_011766,P53316
DIP-5082N,NP_013193,Q12325,DIP-2037N,NP_009688,P38272
DIP-2037N,NP_009688,P38272,DIP-800N,NP_009701,P12385
DIP-5596N,NP_010056,Q07657,DIP-975N,NP_014413,Q00955
DIP-5596N,NP_010056,Q07657,DIP-2304N,NP_014433,P53731
DIP-1377N,NP_009661,P38262,DIP-3917N,NP_011812,P53345
DIP-4618N,NP_011600,P53252,DIP-5802N,NP_013775,Q04675
DIP-5802N,NP_013775,Q04675,DIP-2116N,NP_012867,P35691
DIP-1969N,NP_012856,P36010,DIP-5802N,NP_013775,Q04675
DIP-5802N,NP_013775,Q04675,DIP-3993N,NP_015321,Q12230
DIP-1379N,NP_013507,P32432,DIP-6398N,NP_012989,P36146
DIP-2246N,NP_015015,P32864,DIP-1379N,NP_013507,P32432
DIP-4323N,NP_009902,P25367,DIP-1379N,NP_013507,P32432
DIP-3790N,NP_009365,P39730,DIP-6566N,NP_012266,P40561
DIP-6464N,NP_010720,Q01560,DIP-6566N,NP_012266,P40561
DIP-1657N,NP_011088,P06843,DIP-6566N,NP_012266,P40561
DIP-2217N,NP_010255,P32381,DIP-5596N,NP_010056,Q07657
DIP-6341N,NP_011798,P15703,DIP-5596N,NP_010056,Q07657
DIP-1102N,NP_010432,P19262,DIP-5596N,NP_010056,Q07657
DIP-5596N,NP_010056,Q07657,DIP-1589N,NP_014902,P53549
DIP-5207N,NP_015089,Q12464,DIP-5596N,NP_010056,Q07657
DIP-5036N,NP_011898,P38690,DIP-5596N,NP_010056,Q07657
DIP-1377N,NP_009661,P38262,DIP-2598N,NP_010171,Q07527
DIP-2082N,NP_009962,P25357,DIP-1377N,NP_009661,P38262
DIP-5166N,NP_010850,P39981,DIP-1377N,NP_009661,P38262
DIP-6416N,NP_013513,Q06078,DIP-1377N,NP_009661,P38262
DIP-1298N,NP_010944,Q04739,DIP-865N,NP_011307,P34164
DIP-865N,NP_011307,P34164,DIP-2965N,NP_010498,P12612
DIP-595N,NP_013547,P06701,DIP-2293N,NP_010096,P17255
DIP-1506N,NP_013950,P50102,DIP-595N,NP_013547,P06701
DIP-2635N,NP_009508,P07256,DIP-595N,NP_013547,P06701
DIP-1282N,NP_011671,P32582,DIP-595N,NP_013547,P06701
DIP-4390N,NP_014038,P22146,DIP-595N,NP_013547,P06701
DIP-595N,NP_013547,P06701,DIP-6463N,NP_013459,P06168
DIP-595N,NP_013547,P06701,DIP-5181N,NP_010306,P07284
DIP-2453N,NP_013027,P21691,DIP-595N,NP_013547,P06701
DIP-1671N,NP_013953,Q05016,DIP-595N,NP_013547,P06701
DIP-6308N,NP_014051,Q04894,DIP-595N,NP_013547,P06701
DIP-33N,NP_010513,P11978,DIP-6344N,NP_116649,P43583
DIP-33N,NP_010513,P11978,DIP-4312N,NP_116609,P07283
DIP-975N,NP_014413,Q00955,DIP-5850N,NP_010236,P20604
DIP-4681N,NP_012639,P47143,DIP-5850N,NP_010236,P20604
DIP-2217N,NP_010255,P32381,DIP-5850N,NP_010236,P20604
DIP-5850N,NP_010236,P20604,DIP-3035N,NP_009595,P38077
DIP-5850N,NP_010236,P20604,DIP-6341N,NP_011798,P15703
DIP-5850N,NP_010236,P20604,DIP-4654N,NP_014962,P30624
DIP-6490N,NP_010110,Q12680,DIP-5850N,NP_010236,P20604
DIP-4541N,NP_013664,Q04697,DIP-5850N,NP_010236,P20604
DIP-1236N,NP_010615,P52286,DIP-867N,NP_010416,Q03899
DIP-1448N,NP_011895,Q00772,DIP-1274N,NP_013317,P53691
DIP-5357N,NP_009574,P08431,DIP-1448N,NP_011895,Q00772
DIP-1448N,NP_011895,Q00772,DIP-6530N,NP_014314,P40850
DIP-213N,NP_012049,Q03558,DIP-1448N,NP_011895,Q00772
DIP-1448N,NP_011895,Q00772,DIP-3912N,NP_011601,P26263
DIP-1636N,NP_015379,P41808,DIP-1448N,NP_011895,Q00772
DIP-1448N,NP_011895,Q00772,DIP-1831N,NP_010500,Q12449
DIP-4618N,NP_011600,P53252,DIP-1448N,NP_011895,Q00772
DIP-1448N,NP_011895,Q00772,DIP-6525N,NP_013288,Q06315
DIP-1448N,NP_011895,Q00772,DIP-1996N,NP_014863,Q12044
DIP-1636N,NP_015379,P41808,DIP-4444N,NP_012896,P36013
DIP-5357N,NP_009574,P08431,DIP-1636N,NP_015379,P41808
DIP-2619N,NP_013932,P16862,DIP-5850N,NP_010236,P20604
DIP-4490N,NP_010753,Q03305,DIP-5850N,NP_010236,P20604
DIP-5671N,NP_012508,P09938,DIP-5850N,NP_010236,P20604
DIP-1589N,NP_014902,P53549,DIP-5850N,NP_010236,P20604
DIP-5850N,NP_010236,P20604,DIP-6380N,NP_013741,Q04372
DIP-1676N,NP_012606,P47122,DIP-5850N,NP_010236,P20604
DIP-6528N,NP_013865,P40215,DIP-5850N,NP_010236,P20604
DIP-6550N,NP_013923,Q04336,DIP-5850N,NP_010236,P20604
DIP-5372N,NP_010630,P39003,DIP-1990N,NP_014366,P53965
DIP-4977N,NP_010804,Q04409,DIP-1990N,NP_014366,P53965
DIP-1653N,NP_011302,Q02793,DIP-6379N,NP_015515,P17883
DIP-6277N,NP_013555,P12684,DIP-4217N,NP_014528,Q12469
DIP-1537N,NP_010278,P35182,DIP-4217N,NP_014528,Q12469
DIP-1213N,NP_013369,Q06150,DIP-1236N,NP_010615,P52286
DIP-2217N,NP_010255,P32381,DIP-1448N,NP_011895,Q00772
DIP-1448N,NP_011895,Q00772,DIP-2223N,NP_012440,Q01389
DIP-1448N,NP_011895,Q00772,DIP-2098N,NP_012063,P38879
DIP-1318N,NP_011783,P51601,DIP-1448N,NP_011895,Q00772
DIP-6604N,NP_012053,P38720,DIP-1448N,NP_011895,Q00772
DIP-4376N,NP_014361,P28834,DIP-1448N,NP_011895,Q00772
DIP-1448N,NP_011895,Q00772,DIP-1999N,NP_011970,P38692
DIP-6276N,NP_013197,P13186,DIP-1448N,NP_011895,Q00772
DIP-6520N,NP_012850,P36016,DIP-1448N,NP_011895,Q00772
DIP-1448N,NP_011895,Q00772,DIP-4162N,NP_012172,P40495
DIP-2537N,NP_011507,P05030,DIP-1448N,NP_011895,Q00772
DIP-3820N,NP_015517,P07257,DIP-1448N,NP_011895,Q00772
DIP-1581N,NP_010186,Q12377,DIP-1448N,NP_011895,Q00772
DIP-1448N,NP_011895,Q00772,DIP-1587N,NP_010682,P33298
DIP-1448N,NP_011895,Q00772,DIP-4385N,NP_014391,P25294
DIP-4571N,NP_012397,P10081,DIP-1448N,NP_011895,Q00772
DIP-2635N,NP_009508,P07256,DIP-1636N,NP_015379,P41808
DIP-1636N,NP_015379,P41808,DIP-5671N,NP_012508,P09938
DIP-2692N,NP_014943,Q08754,DIP-1636N,NP_015379,P41808
DIP-2734N,NP_013653,Q04964,DIP-2648N,NP_015486,P06738
DIP-2734N,NP_013653,Q04964,DIP-1366N,NP_010984,P40106
DIP-2734N,NP_013653,Q04964,DIP-6329N,NP_010244,P12945
DIP-2734N,NP_013653,Q04964,DIP-1505N,NP_011756,P16861
DIP-2734N,NP_013653,Q04964,DIP-4323N,NP_009902,P25367
DIP-18N,NP_010765,P06782,DIP-2213N,NP_010089,P11076
DIP-18N,NP_010765,P06782,DIP-1334N,NP_013708,Q04233
DIP-18N,NP_010765,P06782,DIP-2544N,NP_010854,P09232
DIP-18N,NP_010765,P06782,DIP-830N,NP_010454,P11075
DIP-18N,NP_010765,P06782,DIP-1549N,NP_013268,P61864
DIP-6346N,NP_013803,Q04279,DIP-18N,NP_010765,P06782
DIP-592N,NP_011400,P12904,DIP-1762N,NP_010315,Q12335
DIP-592N,NP_011400,P12904,DIP-4189N,NP_014661,Q02805
DIP-6454N,NP_014910,Q08732,DIP-592N,NP_011400,P12904
DIP-551N,NP_012231,P07278,DIP-663N,NP_012203,Q00916
DIP-663N,NP_012203,Q00916,DIP-2635N,NP_009508,P07256
DIP-6336N,NP_011910,P38774,DIP-663N,NP_012203,Q00916
DIP-663N,NP_012203,Q00916,DIP-6612N,NP_009806,P38333
DIP-663N,NP_012203,Q00916,DIP-3820N,NP_015517,P07257
DIP-4571N,NP_012397,P10081,DIP-1655N,NP_011878,P23624
DIP-5856N,NP_013059,P21801,DIP-6598N,NP_010811,P08458
DIP-6598N,NP_010811,P08458,DIP-1831N,NP_010500,Q12449
DIP-4396N,NP_014017,Q03532,DIP-663N,NP_012203,Q00916
DIP-4925N,NP_012194,P40513,DIP-663N,NP_012203,Q00916
